"text","label"
"Arrange pills at Shivajinagar tomorrow",1
"See you tomorrow at Electronic City",0
"I'll drop by Electronic City 2nite",0
"Where can I pick up brown sugar later?",1
"Don't forget the office meeting",0
"Drop charas at my place in Bellandur",1
"Drop mj at my place in Koramangala",1
"supply powder near Electronic City",1
"Get green apples at BTM market",0
"grab charas to Airport Road tmrw",1
"deliver some dope at Commercial Street",1
"Did you finish the project?",0
"Arrange md at Electronic City after class",1
"Cash ready, bring mdma to Cubbon Park",1
"See you tomorrow at Commercial Street",0
"Pick up vegetables from Shivajinagar",0
"Need tabs from Rajajinagar",1
"See you tomorrow at Shivajinagar",0
"I'll drop by MG Road tomorrow",0
"collect h@sh to Airport Road right away",1
"Need stuff from Commercial Street",1
"Need maal from Kengeri",1
"Let's meet at Majestic before work",0
"deliver hash near KR Puram",1
"Drop acid tabs at my place in BTM",1
"Family dinner at Silk Board",0
"See you tomorrow at Indiranagar",0
"Pick me up near Bellandur",0
"Pick up vegetables from Shivajinagar",0
"drop some ma@l at Airport Road",1
"Where can I get k3t tonight?",1
"Get green apples at Jayanagar market",0
"I'll drop by Koramangala before work",0
"Family dinner at Malleshwaram",0
"Did you call the electrician?",0
"Where can I supply trip tmrw?",1
"Cash ready, bring stuff to Commercial Street",1
"Don't forget the office meeting",0
"Did you finish the project?",0
"Pick up vegetables from Banashankari",0
"Did you call the electrician?",0
"Pick 🧪 from Jayanagar tmrw",1
"send some ma@l at Shivajinagar",1
"Pick up vegetables from MG Road",0
"Cash ready, bring tabs to KR Puram",1
"Arrange k3t at Banashankari right away",1
"Did you call the electrician?",0
"grab coke to Commercial Street at midnight",1
"Pick me up near Banashankari",0
"send ecstasy near Bellandur",1
"See you at college this evening",0
"Send xtc via courier before work",1
"Need pot from HSR Layout",1
"Pick up vegetables from HSR Layout",0
"Arrange doob at Bellandur later",1
"Pick me up near Airport Road",0
"drop mj to Jayanagar tomorrow",1
"Let's play cricket in the park",0
"Going to Commercial Street for dinner",0
"See you at college now",0
"score xtc near Shivajinagar",1
"deliver some weed at Banashankari",1
"deliver md to Kengeri tmrw",1
"drop some k3t at Malleshwaram",1
"Collect papers from MG Road",0
"Pick 🌿 from Kengeri after class",1
"get some powder at Electronic City",1
"Collect papers from Cubbon Park",0
"Need k3t from Electronic City",1
"Get green apples at Malleshwaram market",0
"How's your day going?",0
"Did you finish the project?",0
"Get green apples at BTM market",0
"How's your day going?",0
"How's your day going?",0
"supply hash to Shivajinagar after class",1
"Drop ganja at my place in Electronic City",1
"collect weed to HSR Layout at midnight",1
"Need ganja from Banashankari",1
"Need maal from BTM",1
"I'll drop by MG Road before work",0
"I'll drop by Whitefield this evening",0
"Need lsd from Koramangala",1
"Cash ready, bring acid to Majestic",1
"Pick 💊 from Majestic 2nite",1
"I'll drop by Silk Board tmrw",0
"I'll drop by Electronic City this evening",0
"Where can I grab LSD before work?",1
"deliver some k3t at Banashankari",1
"Pick 🍄 from Cubbon Park tmrw",1
"Pick up vegetables from Indiranagar",0
"Cash ready, bring maal to Commercial Street",1
"See you tomorrow at BTM",0
"Pick me up near Silk Board",0
"Get green apples at Malleshwaram market",0
"Don't forget the office meeting",0
"Send pills via courier at midnight",1
"Going to Silk Board for dinner",0
"Send ganjaa via courier 2nite",1
"Drop grass at my place in Whitefield",1
"Going to Malleshwaram for dinner",0
"Bro lsd chahiye Jayanagar side",1
"Bro brown sugar chahiye Koramangala side",1
"See you tomorrow at Silk Board",0
"Did you finish the project?",0
"Arrange brown sugar at Kengeri later",1
"How's your day going?",0
"Party at my place right away",0
"drop some k3t at Cubbon Park",1
"Drop lsd at my place in Airport Road",1
"How's your day going?",0
"Family dinner at Bellandur",0
"Pick up vegetables from MG Road",0
"Cash ready, bring ecstasy to Airport Road",1
"Let's play cricket in the park",0
"arrng xtc near Cubbon Park",1
"Bro ganjaa chahiye Majestic side",1
"Pick 🍄 from Rajajinagar at midnight",1
"Going shopping at Whitefield",0
"Pick up vegetables from Whitefield",0
"Send kush via courier tomorrow",1
"Where can I send acid tabs this evening?",1
"Going to Commercial Street for dinner",0
"Arrange xtc at Cubbon Park 2nite",1
"Let's meet at Commercial Street tonight",0
"Cash ready, bring tabs to Bellandur",1
"Family dinner at Whitefield",0
"Did you finish the project?",0
"Catching a movie at Malleshwaram",0
"Catching a movie at Airport Road",0
"Drop molly at my place in Whitefield",1
"Don't forget the office meeting",0
"Catching a movie at Jayanagar",0
"collect w33d to BTM tonight",1
"Arrange trip at Malleshwaram right away",1
"Let's play cricket in the park",0
"Get green apples at Bellandur market",0
"bring grass to Malleshwaram after class",1
"Don't forget the office meeting",0
"Did you call the electrician?",0
"Arrange ma@l at Airport Road after class",1
"Where can I grab pot right away?",1
"Need xtc from Electronic City",1
"Collect papers from Malleshwaram",0
"Drop charas at my place in Kengeri",1
"See you at college at midnight",0
"See you at college before work",0
"Where can I send kush now?",1
"score pot to Commercial Street tomorrow",1
"Going to Silk Board for dinner",0
"Get green apples at MG Road market",0
"Let's play cricket in the park",0
"Bro kush chahiye Koramangala side",1
"Get green apples at Banashankari market",0
"Let's meet at Majestic 2nite",0
"Going shopping at Rajajinagar",0
"Pick me up near Kengeri",0
"Need pot from Majestic",1
"I'll drop by Koramangala tonight",0
"get some ma@l at Silk Board",1
"See you tomorrow at Whitefield",0
"supply some tabs at Electronic City",1
"Did you finish the project?",0
"Pick me up near Indiranagar",0
"Pick 🧪 from Bellandur this evening",1
"Did you call the electrician?",0
"Pick 🧪 from Malleshwaram before work",1
"score w33d near Cubbon Park",1
"Drop hash at my place in Bellandur",1
"Don't forget the office meeting",0
"Arrange ecstasy at Jayanagar 2nite",1
"Arrange brown sugar at Silk Board 2nite",1
"Did you finish the project?",0
"I'll drop by Banashankari in the morning",0
"Don't forget the office meeting",0
"Get green apples at Cubbon Park market",0
"Bro LSD chahiye Indiranagar side",1
"Party at my place after class",0
"See you at college right away",0
"Send molly via courier this evening",1
"Send grass via courier tmrw",1
"Pick up vegetables from Whitefield",0
"Going to Whitefield for dinner",0
"Drop h@sh at my place in Bellandur",1
"Family dinner at MG Road",0
"Did you finish the project?",0
"Collect papers from Electronic City",0
"Did you finish the project?",0
"Drop stuff at my place in Koramangala",1
"Let's play cricket in the park",0
"Collect papers from Bellandur",0
"Bro ecstasy chahiye Rajajinagar side",1
"Arrange LSD at Banashankari in the morning",1
"Let's play cricket in the park",0
"How's your day going?",0
"drop k3t to Shivajinagar 2nite",1
"arrange charas near Commercial Street",1
"See you tomorrow at Banashankari",0
"Let's meet at HSR Layout at midnight",0
"Pick 💊 from Kengeri after class",1
"Get green apples at Majestic market",0
"Going shopping at Silk Board",0
"Going to Rajajinagar for dinner",0
"Pick up vegetables from Bellandur",0
"Going shopping at Cubbon Park",0
"Don't forget the office meeting",0
"Pick me up near Whitefield",0
"Going shopping at Commercial Street",0
"Going to Koramangala for dinner",0
"Going shopping at MG Road",0
"Send pills via courier this evening",1
"See you at college tomorrow",0
"Let's meet at Airport Road before work",0
"See you tomorrow at Bellandur",0
"Get green apples at Jayanagar market",0
"Arrange molly at Rajajinagar after class",1
"Cash ready, bring kush to Banashankari",1
"Where can I supply k3t before work?",1
"Bro lsd chahiye Kengeri side",1
"Cash ready, bring dope to Airport Road",1
"arrange coke to Cubbon Park in the morning",1
"Going shopping at Jayanagar",0
"Did you finish the project?",0
"Family dinner at Shivajinagar",0
"grab ecstasy near Rajajinagar",1
"Cash ready, bring maal to Koramangala",1
"Don't forget the office meeting",0
"Let's meet at KR Puram before work",0
"Pick 🧪 from KR Puram 2nite",1
"pick up lsd to Kengeri right away",1
"Let's play cricket in the park",0
"deliver ganja to Electronic City this evening",1
"Collect papers from Silk Board",0
"Need pills from Cubbon Park",1
"Party at my place in the morning",0
"Did you finish the project?",0
"See you at college 2nite",0
"Did you call the electrician?",0
"Going shopping at KR Puram",0
"See you at college at midnight",0
"See you tomorrow at BTM",0
"send mdma near Majestic",1
"Drop ma@l at my place in Commercial Street",1
"Let's meet at HSR Layout right away",0
"Drop ganja at my place in Commercial Street",1
"Catching a movie at Jayanagar",0
"Send w33d via courier later",1
"Get green apples at Electronic City market",0
"I'll drop by HSR Layout before work",0
"Pick me up near Commercial Street",0
"Where can I collect powder tmrw?",1
"Did you call the electrician?",0
"Party at my place tmrw",0
"Get green apples at Banashankari market",0
"Get green apples at Bellandur market",0
"Catching a movie at Bellandur",0
"Don't forget the office meeting",0
"Did you call the electrician?",0
"Did you finish the project?",0
"Let's play cricket in the park",0
"Party at my place 2nite",0
"Did you call the electrician?",0
"Going to Whitefield for dinner",0
"Cash ready, bring mj to Airport Road",1
"Get green apples at HSR Layout market",0
"See you tomorrow at Indiranagar",0
"Pick 🌿 from Indiranagar in the morning",1
"Let's play cricket in the park",0
"Bro xtc chahiye KR Puram side",1
"drop h@sh near Electronic City",1
"Let's meet at HSR Layout now",0
"Did you call the electrician?",0
"Did you finish the project?",0
"Party at my place now",0
"supply pot to Banashankari right away",1
"buy ganjaa to HSR Layout right away",1
"Going shopping at Bellandur",0
"Bro molly chahiye Cubbon Park side",1
"Pick me up near Commercial Street",0
"Let's play cricket in the park",0
"Let's meet at Koramangala at midnight",0
"Don't forget the office meeting",0
"Pick 🍄 from HSR Layout tonight",1
"Get green apples at Shivajinagar market",0
"Let's play cricket in the park",0
"supply acid tabs to Whitefield now",1
"Drop lsd at my place in Majestic",1
"get dope near Majestic",1
"Where can I arrng ganja right away?",1
"Family dinner at Commercial Street",0
"collect mdma to Cubbon Park later",1
"Collect papers from BTM",0
"Going shopping at KR Puram",0
"collect grass to Koramangala in the morning",1
"See you at college tmrw",0
"Going shopping at Shivajinagar",0
"Going to KR Puram for dinner",0
"Where can I score ganjaa in the morning?",1
"Don't forget the office meeting",0
"Drop grass at my place in Kengeri",1
"See you tomorrow at Koramangala",0
"supply some tabs at BTM",1
"Pick up vegetables from Banashankari",0
"grab some weed at Airport Road",1
"Bro md chahiye Majestic side",1
"Send lsd via courier tomorrow",1
"Pick 🍄 from Bellandur right away",1
"Get green apples at Malleshwaram market",0
"score maal to Commercial Street this evening",1
"Going to BTM for dinner",0
"Party at my place after class",0
"Need maal from Commercial Street",1
"Need dope from BTM",1
"pick up molly near Majestic",1
"Did you call the electrician?",0
"Did you call the electrician?",0
"Let's meet at Bellandur now",0
"Arrange k3t at Commercial Street in the morning",1
"I'll drop by MG Road right away",0
"See you tomorrow at HSR Layout",0
"Where can I bring pills tomorrow?",1
"grab xtc to Koramangala tmrw",1
"Collect papers from Malleshwaram",0
"grab LSD to Kengeri tmrw",1
"Arrange pot at Bellandur this evening",1
"Drop maal at my place in Whitefield",1
"Did you call the electrician?",0
"Drop md at my place in Shivajinagar",1
"bring some w33d at Whitefield",1
"Pick 🌿 from Silk Board right away",1
"Catching a movie at MG Road",0
"Pick me up near Commercial Street",0
"pick up grn near Commercial Street",1
"supply trip to Shivajinagar now",1
"How's your day going?",0
"Drop ganja at my place in Indiranagar",1
"Arrange brown sugar at Koramangala after class",1
"Arrange kush at Airport Road later",1
"Drop brown sugar at my place in HSR Layout",1
"Pick 🧪 from Majestic tomorrow",1
"Bro acid chahiye Malleshwaram side",1
"Where can I bring lsd after class?",1
"How's your day going?",0
"I'll drop by Electronic City 2nite",0
"Let's meet at BTM 2nite",0
"Did you call the electrician?",0
"Going shopping at Airport Road",0
"Let's meet at Silk Board tomorrow",0
"Get green apples at Commercial Street market",0
"Catching a movie at Rajajinagar",0
"Let's play cricket in the park",0
"Cash ready, bring ma@l to Majestic",1
"Get green apples at Airport Road market",0
"Where can I score brown sugar 2nite?",1
"Pick me up near Cubbon Park",0
"Don't forget the office meeting",0
"Send ma@l via courier now",1
"Where can I bring lsd tmrw?",1
"Need h@sh from Electronic City",1
"Pick me up near Indiranagar",0
"Let's meet at Koramangala right away",0
"See you tomorrow at Indiranagar",0
"Don't forget the office meeting",0
"I'll drop by Shivajinagar now",0
"Going to Electronic City for dinner",0
"get LSD to Majestic before work",1
"Pick 🍄 from Malleshwaram this evening",1
"Arrange charas at Whitefield this evening",1
"Going shopping at Cubbon Park",0
"Going to Malleshwaram for dinner",0
"Let's meet at Cubbon Park tonight",0
"buy stuff near Majestic",1
"How's your day going?",0
"How's your day going?",0
"Going shopping at Airport Road",0
"I'll drop by Airport Road now",0
"Going shopping at Koramangala",0
"Pick me up near Majestic",0
"bring mj near Whitefield",1
"score some grass at BTM",1
"Drop weed at my place in KR Puram",1
"Arrange ecstasy at Majestic 2nite",1
"Where can I bring lsd at midnight?",1
"Pick me up near Airport Road",0
"Let's play cricket in the park",0
"Send k3t via courier in the morning",1
"Need md from KR Puram",1
"How's your day going?",0
"Arrange dope at Kengeri now",1
"Need pot from Whitefield",1
"Catching a movie at Rajajinagar",0
"Collect papers from Koramangala",0
"Need xtc from Indiranagar",1
"collect some acid at Silk Board",1
"Collect papers from Kengeri",0
"Need ganja from Commercial Street",1
"See you tomorrow at Commercial Street",0
